24-01-2016 02:08:46	Main		TRACE	Logger initialized.
24-01-2016 02:08:46	PropertyReader		TRACE	Opening file: settings/settings.txt
24-01-2016 02:08:46	PropertyReader		INFO	File opened: settings/settings.txt
24-01-2016 02:08:46	PropertyReader		INFO	Loading properties file...
24-01-2016 02:08:46	PropertyReader		INFO	Mapped INFO to LOGGING_LEVEL
24-01-2016 02:08:46	PropertyReader		INFO	Mapped 100 to CAM_BUFFER_SIZE
24-01-2016 02:08:46	PropertyReader		INFO	Mapped 15 to CAM_POLL_FREQUENCY
24-01-2016 02:08:46	PropertyReader		INFO	Mapped 0 to CAM_INDEX
24-01-2016 02:08:46	PropertyReader		DEBUG	Loaded 4 properties successfully
24-01-2016 02:08:46	CameraInterface		INFO	Initializing camera
24-01-2016 02:08:46	CameraInterface		INFO	Opening video capture stream at position 0
24-01-2016 02:08:46	CameraInterface		INFO	Here1
24-01-2016 02:08:46	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:46	CameraInterface		INFO	Here3
24-01-2016 02:08:46	CameraInterface		INFO	Read successful
24-01-2016 02:08:46	CameraInterface		INFO	Here5
24-01-2016 02:08:47	CameraInterface		INFO	Here1
24-01-2016 02:08:47	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:47	CameraInterface		INFO	Here3
24-01-2016 02:08:47	CameraInterface		INFO	Read successful
24-01-2016 02:08:47	CameraInterface		INFO	Here5
24-01-2016 02:08:47	CameraInterface		INFO	Here1
24-01-2016 02:08:47	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:47	CameraInterface		INFO	Here3
24-01-2016 02:08:47	CameraInterface		INFO	Read successful
24-01-2016 02:08:47	CameraInterface		INFO	Here5
24-01-2016 02:08:47	CameraInterface		INFO	Here1
24-01-2016 02:08:47	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:47	CameraInterface		INFO	Here3
24-01-2016 02:08:47	CameraInterface		INFO	Read successful
24-01-2016 02:08:47	CameraInterface		INFO	Here5
24-01-2016 02:08:48	CameraInterface		INFO	Here1
24-01-2016 02:08:48	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:48	CameraInterface		INFO	Here3
24-01-2016 02:08:48	CameraInterface		INFO	Read successful
24-01-2016 02:08:48	CameraInterface		INFO	Here5
24-01-2016 02:08:48	CameraInterface		INFO	Here1
24-01-2016 02:08:48	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:48	CameraInterface		INFO	Here3
24-01-2016 02:08:48	CameraInterface		INFO	Read successful
24-01-2016 02:08:48	CameraInterface		INFO	Here5
24-01-2016 02:08:48	CameraInterface		INFO	Here1
24-01-2016 02:08:48	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:48	CameraInterface		INFO	Here3
24-01-2016 02:08:48	CameraInterface		INFO	Read successful
24-01-2016 02:08:48	CameraInterface		INFO	Here5
24-01-2016 02:08:48	CameraInterface		INFO	Here1
24-01-2016 02:08:48	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:48	CameraInterface		INFO	Here3
24-01-2016 02:08:48	CameraInterface		INFO	Read successful
24-01-2016 02:08:48	CameraInterface		INFO	Here5
24-01-2016 02:08:48	CameraInterface		INFO	Here1
24-01-2016 02:08:48	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:48	CameraInterface		INFO	Here3
24-01-2016 02:08:48	CameraInterface		INFO	Read successful
24-01-2016 02:08:48	CameraInterface		INFO	Here5
24-01-2016 02:08:49	CameraInterface		INFO	Here1
24-01-2016 02:08:49	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:49	CameraInterface		INFO	Here3
24-01-2016 02:08:49	CameraInterface		INFO	Read successful
24-01-2016 02:08:49	CameraInterface		INFO	Here5
24-01-2016 02:08:49	CameraInterface		INFO	Here1
24-01-2016 02:08:49	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:49	CameraInterface		INFO	Here3
24-01-2016 02:08:49	CameraInterface		INFO	Read successful
24-01-2016 02:08:49	CameraInterface		INFO	Here5
24-01-2016 02:08:49	CameraInterface		INFO	Here1
24-01-2016 02:08:49	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:49	CameraInterface		INFO	Here3
24-01-2016 02:08:49	CameraInterface		INFO	Read successful
24-01-2016 02:08:49	CameraInterface		INFO	Here5
24-01-2016 02:08:49	CameraInterface		INFO	Here1
24-01-2016 02:08:49	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:49	CameraInterface		INFO	Here3
24-01-2016 02:08:49	CameraInterface		INFO	Read successful
24-01-2016 02:08:49	CameraInterface		INFO	Here5
24-01-2016 02:08:50	CameraInterface		INFO	Here1
24-01-2016 02:08:50	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:50	CameraInterface		INFO	Here3
24-01-2016 02:08:50	CameraInterface		INFO	Read successful
24-01-2016 02:08:50	CameraInterface		INFO	Here5
24-01-2016 02:08:50	CameraInterface		INFO	Here1
24-01-2016 02:08:50	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:50	CameraInterface		INFO	Here3
24-01-2016 02:08:50	CameraInterface		INFO	Read successful
24-01-2016 02:08:50	CameraInterface		INFO	Here5
24-01-2016 02:08:50	CameraInterface		INFO	Here1
24-01-2016 02:08:50	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:50	CameraInterface		INFO	Here3
24-01-2016 02:08:50	CameraInterface		INFO	Read successful
24-01-2016 02:08:50	CameraInterface		INFO	Here5
24-01-2016 02:08:50	CameraInterface		INFO	Here1
24-01-2016 02:08:50	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:50	CameraInterface		INFO	Here3
24-01-2016 02:08:50	CameraInterface		INFO	Read successful
24-01-2016 02:08:50	CameraInterface		INFO	Here5
24-01-2016 02:08:51	CameraInterface		INFO	Here1
24-01-2016 02:08:51	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:51	CameraInterface		INFO	Here3
24-01-2016 02:08:51	CameraInterface		INFO	Read successful
24-01-2016 02:08:51	CameraInterface		INFO	Here5
24-01-2016 02:08:51	CameraInterface		INFO	Here1
24-01-2016 02:08:51	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:51	CameraInterface		INFO	Here3
24-01-2016 02:08:51	CameraInterface		INFO	Read successful
24-01-2016 02:08:51	CameraInterface		INFO	Here5
24-01-2016 02:08:51	CameraInterface		INFO	Here1
24-01-2016 02:08:51	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:51	CameraInterface		INFO	Here3
24-01-2016 02:08:51	CameraInterface		INFO	Read successful
24-01-2016 02:08:51	CameraInterface		INFO	Here5
24-01-2016 02:08:51	CameraInterface		INFO	Here1
24-01-2016 02:08:51	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:51	CameraInterface		INFO	Here3
24-01-2016 02:08:51	CameraInterface		INFO	Read successful
24-01-2016 02:08:51	CameraInterface		INFO	Here5
24-01-2016 02:08:52	CameraInterface		INFO	Here1
24-01-2016 02:08:52	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:52	CameraInterface		INFO	Here3
24-01-2016 02:08:52	CameraInterface		INFO	Read successful
24-01-2016 02:08:52	CameraInterface		INFO	Here5
24-01-2016 02:08:52	CameraInterface		INFO	Here1
24-01-2016 02:08:52	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:52	CameraInterface		INFO	Here3
24-01-2016 02:08:52	CameraInterface		INFO	Read successful
24-01-2016 02:08:52	CameraInterface		INFO	Here5
24-01-2016 02:08:52	CameraInterface		INFO	Here1
24-01-2016 02:08:52	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:52	CameraInterface		INFO	Here3
24-01-2016 02:08:52	CameraInterface		INFO	Read successful
24-01-2016 02:08:52	CameraInterface		INFO	Here5
24-01-2016 02:08:52	CameraInterface		INFO	Here1
24-01-2016 02:08:52	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:53	CameraInterface		INFO	Here3
24-01-2016 02:08:53	CameraInterface		INFO	Read successful
24-01-2016 02:08:53	CameraInterface		INFO	Here5
24-01-2016 02:08:53	CameraInterface		INFO	Here1
24-01-2016 02:08:53	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:53	CameraInterface		INFO	Here3
24-01-2016 02:08:53	CameraInterface		INFO	Read successful
24-01-2016 02:08:53	CameraInterface		INFO	Here5
24-01-2016 02:08:53	CameraInterface		INFO	Here1
24-01-2016 02:08:53	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:53	CameraInterface		INFO	Here3
24-01-2016 02:08:53	CameraInterface		INFO	Read successful
24-01-2016 02:08:53	CameraInterface		INFO	Here5
24-01-2016 02:08:53	CameraInterface		INFO	Here1
24-01-2016 02:08:53	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:53	CameraInterface		INFO	Here3
24-01-2016 02:08:53	CameraInterface		INFO	Read successful
24-01-2016 02:08:53	CameraInterface		INFO	Here5
24-01-2016 02:08:54	CameraInterface		INFO	Here1
24-01-2016 02:08:54	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:54	CameraInterface		INFO	Here3
24-01-2016 02:08:54	CameraInterface		INFO	Read successful
24-01-2016 02:08:54	CameraInterface		INFO	Here5
24-01-2016 02:08:54	CameraInterface		INFO	Here1
24-01-2016 02:08:54	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:54	CameraInterface		INFO	Here3
24-01-2016 02:08:54	CameraInterface		INFO	Read successful
24-01-2016 02:08:54	CameraInterface		INFO	Here5
24-01-2016 02:08:54	CameraInterface		INFO	Here1
24-01-2016 02:08:54	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:54	CameraInterface		INFO	Here3
24-01-2016 02:08:54	CameraInterface		INFO	Read successful
24-01-2016 02:08:54	CameraInterface		INFO	Here5
24-01-2016 02:08:54	CameraInterface		INFO	Here1
24-01-2016 02:08:54	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:54	CameraInterface		INFO	Here3
24-01-2016 02:08:54	CameraInterface		INFO	Read successful
24-01-2016 02:08:54	CameraInterface		INFO	Here5
24-01-2016 02:08:55	CameraInterface		INFO	Here1
24-01-2016 02:08:55	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:55	CameraInterface		INFO	Here3
24-01-2016 02:08:55	CameraInterface		INFO	Read successful
24-01-2016 02:08:55	CameraInterface		INFO	Here5
24-01-2016 02:08:55	CameraInterface		INFO	Here1
24-01-2016 02:08:55	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:55	CameraInterface		INFO	Here3
24-01-2016 02:08:55	CameraInterface		INFO	Read successful
24-01-2016 02:08:55	CameraInterface		INFO	Here5
24-01-2016 02:08:55	CameraInterface		INFO	Here1
24-01-2016 02:08:55	CameraInterface		ERROR	Camera stream is not opened
24-01-2016 02:08:55	CameraInterface		INFO	Here3
24-01-2016 02:08:55	CameraInterface		INFO	Read successful
24-01-2016 02:08:55	CameraInterface		INFO	Here5
