24-01-2016 02:39:38	Main		TRACE	Logger initialized.
24-01-2016 02:39:38	PropertyReader		TRACE	Opening file: settings/settings.txt
24-01-2016 02:39:38	PropertyReader		INFO	File opened: settings/settings.txt
24-01-2016 02:39:38	PropertyReader		INFO	Loading properties file...
24-01-2016 02:39:38	PropertyReader		INFO	Mapped INFO to LOGGING_LEVEL
24-01-2016 02:39:38	PropertyReader		INFO	Mapped 100 to CAM_BUFFER_SIZE
24-01-2016 02:39:38	PropertyReader		INFO	Mapped 15 to CAM_POLL_FREQUENCY
24-01-2016 02:39:38	PropertyReader		INFO	Mapped 0 to CAM_INDEX
24-01-2016 02:39:38	PropertyReader		DEBUG	Loaded 4 properties successfully
24-01-2016 02:39:38	CameraInterface		INFO	Initializing camera
24-01-2016 02:39:38	CameraInterface		INFO	Opening video capture stream at position 0
24-01-2016 02:39:39	CameraInterface		INFO	here: no error
24-01-2016 02:39:39	CameraInterface		INFO	Here1
24-01-2016 02:39:39	CameraInterface		INFO	Here2
24-01-2016 02:39:39	CameraInterface		INFO	Here3
24-01-2016 02:39:39	CameraInterface		INFO	Read successful
24-01-2016 02:39:39	CameraInterface		INFO	Here5
24-01-2016 02:39:40	CameraInterface		INFO	Here1
24-01-2016 02:39:40	CameraInterface		INFO	Here2
24-01-2016 02:39:40	CameraInterface		INFO	Here3
24-01-2016 02:39:40	CameraInterface		INFO	Read successful
24-01-2016 02:39:40	CameraInterface		INFO	Here5
24-01-2016 02:39:40	CameraInterface		INFO	Here1
24-01-2016 02:39:40	CameraInterface		INFO	Here2
24-01-2016 02:39:40	CameraInterface		INFO	Here3
24-01-2016 02:39:40	CameraInterface		INFO	Read successful
24-01-2016 02:39:40	CameraInterface		INFO	Here5
24-01-2016 02:39:41	CameraInterface		INFO	Here1
24-01-2016 02:39:41	CameraInterface		INFO	Here2
24-01-2016 02:39:41	CameraInterface		INFO	Here3
24-01-2016 02:39:41	CameraInterface		INFO	Read successful
24-01-2016 02:39:41	CameraInterface		INFO	Here5
24-01-2016 02:39:41	CameraInterface		INFO	Here1
24-01-2016 02:39:41	CameraInterface		INFO	Here2
24-01-2016 02:39:41	CameraInterface		INFO	Here3
24-01-2016 02:39:41	CameraInterface		INFO	Read successful
24-01-2016 02:39:41	CameraInterface		INFO	Here5
24-01-2016 02:39:42	CameraInterface		INFO	Here1
24-01-2016 02:39:42	CameraInterface		INFO	Here2
24-01-2016 02:39:42	CameraInterface		INFO	Here3
24-01-2016 02:39:42	CameraInterface		INFO	Read successful
24-01-2016 02:39:42	CameraInterface		INFO	Here5
24-01-2016 02:39:42	CameraInterface		INFO	Here1
24-01-2016 02:39:42	CameraInterface		INFO	Here2
24-01-2016 02:39:42	CameraInterface		INFO	Here3
24-01-2016 02:39:42	CameraInterface		INFO	Read successful
24-01-2016 02:39:42	CameraInterface		INFO	Here5
24-01-2016 02:39:43	CameraInterface		INFO	Here1
24-01-2016 02:39:43	CameraInterface		INFO	Here2
24-01-2016 02:39:43	CameraInterface		INFO	Here3
24-01-2016 02:39:43	CameraInterface		INFO	Read successful
24-01-2016 02:39:43	CameraInterface		INFO	Here5
24-01-2016 02:39:43	CameraInterface		INFO	Here1
24-01-2016 02:39:43	CameraInterface		INFO	Here2
24-01-2016 02:39:44	CameraInterface		INFO	Here3
24-01-2016 02:39:44	CameraInterface		INFO	Read successful
24-01-2016 02:39:44	CameraInterface		INFO	Here5
24-01-2016 02:39:44	CameraInterface		INFO	Here1
24-01-2016 02:39:44	CameraInterface		INFO	Here2
24-01-2016 02:39:44	CameraInterface		INFO	Here3
24-01-2016 02:39:44	CameraInterface		INFO	Read successful
24-01-2016 02:39:44	CameraInterface		INFO	Here5
24-01-2016 02:39:45	CameraInterface		INFO	Here1
24-01-2016 02:39:45	CameraInterface		INFO	Here2
24-01-2016 02:39:45	CameraInterface		INFO	Here3
24-01-2016 02:39:45	CameraInterface		INFO	Read successful
24-01-2016 02:39:45	CameraInterface		INFO	Here5
24-01-2016 02:39:45	CameraInterface		INFO	Here1
24-01-2016 02:39:45	CameraInterface		INFO	Here2
24-01-2016 02:39:46	CameraInterface		INFO	Here3
24-01-2016 02:39:46	CameraInterface		INFO	Read successful
24-01-2016 02:39:46	CameraInterface		INFO	Here5
24-01-2016 02:39:46	CameraInterface		INFO	Here1
24-01-2016 02:39:46	CameraInterface		INFO	Here2
24-01-2016 02:39:46	CameraInterface		INFO	Here3
24-01-2016 02:39:46	CameraInterface		INFO	Read successful
24-01-2016 02:39:46	CameraInterface		INFO	Here5
24-01-2016 02:39:47	CameraInterface		INFO	Here1
24-01-2016 02:39:47	CameraInterface		INFO	Here2
24-01-2016 02:39:47	CameraInterface		INFO	Here3
24-01-2016 02:39:47	CameraInterface		INFO	Read successful
24-01-2016 02:39:47	CameraInterface		INFO	Here5
24-01-2016 02:39:47	CameraInterface		INFO	Here1
24-01-2016 02:39:47	CameraInterface		INFO	Here2
24-01-2016 02:39:47	CameraInterface		INFO	Here3
24-01-2016 02:39:47	CameraInterface		INFO	Read successful
24-01-2016 02:39:47	CameraInterface		INFO	Here5
24-01-2016 02:39:48	CameraInterface		INFO	Here1
24-01-2016 02:39:48	CameraInterface		INFO	Here2
24-01-2016 02:39:48	CameraInterface		INFO	Here3
24-01-2016 02:39:48	CameraInterface		INFO	Read successful
24-01-2016 02:39:48	CameraInterface		INFO	Here5
24-01-2016 02:39:48	CameraInterface		INFO	Here1
24-01-2016 02:39:48	CameraInterface		INFO	Here2
24-01-2016 02:39:48	CameraInterface		INFO	Here3
24-01-2016 02:39:48	CameraInterface		INFO	Read successful
24-01-2016 02:39:48	CameraInterface		INFO	Here5
24-01-2016 02:39:49	CameraInterface		INFO	Here1
24-01-2016 02:39:49	CameraInterface		INFO	Here2
24-01-2016 02:39:49	CameraInterface		INFO	Here3
24-01-2016 02:39:49	CameraInterface		INFO	Read successful
24-01-2016 02:39:49	CameraInterface		INFO	Here5
24-01-2016 02:39:49	CameraInterface		INFO	Here1
24-01-2016 02:39:49	CameraInterface		INFO	Here2
24-01-2016 02:39:49	CameraInterface		INFO	Here3
24-01-2016 02:39:49	CameraInterface		INFO	Read successful
24-01-2016 02:39:49	CameraInterface		INFO	Here5
24-01-2016 02:39:50	CameraInterface		INFO	Here1
24-01-2016 02:39:50	CameraInterface		INFO	Here2
24-01-2016 02:39:50	CameraInterface		INFO	Here3
24-01-2016 02:39:50	CameraInterface		INFO	Read successful
24-01-2016 02:39:50	CameraInterface		INFO	Here5
24-01-2016 02:39:50	CameraInterface		INFO	Here1
24-01-2016 02:39:50	CameraInterface		INFO	Here2
24-01-2016 02:39:50	CameraInterface		INFO	Here3
24-01-2016 02:39:50	CameraInterface		INFO	Read successful
24-01-2016 02:39:50	CameraInterface		INFO	Here5
24-01-2016 02:39:51	CameraInterface		INFO	Here1
24-01-2016 02:39:51	CameraInterface		INFO	Here2
24-01-2016 02:39:51	CameraInterface		INFO	Here3
24-01-2016 02:39:51	CameraInterface		INFO	Read successful
24-01-2016 02:39:51	CameraInterface		INFO	Here5
24-01-2016 02:39:51	CameraInterface		INFO	Here1
24-01-2016 02:39:51	CameraInterface		INFO	Here2
24-01-2016 02:39:51	CameraInterface		INFO	Here3
24-01-2016 02:39:51	CameraInterface		INFO	Read successful
24-01-2016 02:39:51	CameraInterface		INFO	Here5
24-01-2016 02:39:52	CameraInterface		INFO	Here1
24-01-2016 02:39:52	CameraInterface		INFO	Here2
24-01-2016 02:39:52	CameraInterface		INFO	Here3
24-01-2016 02:39:52	CameraInterface		INFO	Read successful
24-01-2016 02:39:52	CameraInterface		INFO	Here5
24-01-2016 02:39:52	CameraInterface		INFO	Here1
24-01-2016 02:39:52	CameraInterface		INFO	Here2
24-01-2016 02:39:52	CameraInterface		INFO	Here3
24-01-2016 02:39:52	CameraInterface		INFO	Read successful
24-01-2016 02:39:52	CameraInterface		INFO	Here5
24-01-2016 02:39:53	CameraInterface		INFO	Here1
24-01-2016 02:39:53	CameraInterface		INFO	Here2
24-01-2016 02:39:53	CameraInterface		INFO	Here3
24-01-2016 02:39:53	CameraInterface		INFO	Read successful
24-01-2016 02:39:53	CameraInterface		INFO	Here5
24-01-2016 02:39:53	CameraInterface		INFO	Here1
24-01-2016 02:39:53	CameraInterface		INFO	Here2
24-01-2016 02:39:53	CameraInterface		INFO	Here3
24-01-2016 02:39:53	CameraInterface		INFO	Read successful
24-01-2016 02:39:53	CameraInterface		INFO	Here5
24-01-2016 02:39:53	CameraInterface		INFO	Here1
24-01-2016 02:39:53	CameraInterface		INFO	Here2
24-01-2016 02:39:54	CameraInterface		INFO	Here3
24-01-2016 02:39:54	CameraInterface		INFO	Read successful
24-01-2016 02:39:54	CameraInterface		INFO	Here5
24-01-2016 02:39:54	CameraInterface		INFO	Here1
24-01-2016 02:39:54	CameraInterface		INFO	Here2
24-01-2016 02:39:54	CameraInterface		INFO	Here3
24-01-2016 02:39:54	CameraInterface		INFO	Read successful
24-01-2016 02:39:54	CameraInterface		INFO	Here5
24-01-2016 02:39:54	CameraInterface		INFO	Here1
24-01-2016 02:39:54	CameraInterface		INFO	Here2
24-01-2016 02:39:55	CameraInterface		INFO	Here3
24-01-2016 02:39:55	CameraInterface		INFO	Read successful
24-01-2016 02:39:55	CameraInterface		INFO	Here5
24-01-2016 02:39:55	CameraInterface		INFO	Here1
24-01-2016 02:39:55	CameraInterface		INFO	Here2
24-01-2016 02:39:55	CameraInterface		INFO	Here3
24-01-2016 02:39:55	CameraInterface		INFO	Read successful
24-01-2016 02:39:55	CameraInterface		INFO	Here5
24-01-2016 02:39:55	CameraInterface		INFO	Here1
24-01-2016 02:39:55	CameraInterface		INFO	Here2
24-01-2016 02:39:56	CameraInterface		INFO	Here3
24-01-2016 02:39:56	CameraInterface		INFO	Read successful
24-01-2016 02:39:56	CameraInterface		INFO	Here5
