26-01-2016 07:14:22	Main		TRACE	Logger initialized.
26-01-2016 07:14:22	PropertyReader		TRACE	Opening file: settings/settings.txt
26-01-2016 07:14:22	PropertyReader		INFO	File opened: settings/settings.txt
26-01-2016 07:14:22	PropertyReader		INFO	Loading properties file...
26-01-2016 07:14:22	PropertyReader		INFO	Mapped INFO to LOGGING_LEVEL
26-01-2016 07:14:22	PropertyReader		INFO	Mapped 100 to CAM_BUFFER_SIZE
26-01-2016 07:14:22	PropertyReader		INFO	Mapped 15 to CAM_POLL_FREQUENCY
26-01-2016 07:14:22	PropertyReader		INFO	Mapped 0 to CAM_INDEX
26-01-2016 07:14:22	PropertyReader		DEBUG	Loaded 4 properties successfully
26-01-2016 07:14:22	Transmitter		INFO	socket retrieve success
26-01-2016 07:14:37	Controller		INFO	Initializing Controller
26-01-2016 07:14:37	CameraInterface		INFO	Initializing camera
26-01-2016 07:14:37	CameraInterface		INFO	Opening video capture stream at position 0
26-01-2016 07:14:37	ControllerThread		INFO	Starting Controller Thread execution loop
26-01-2016 07:14:37	Transmitter		INFO	Starting Receiver Thread execution loop
26-01-2016 07:14:37	Receiver		INFO	Starting Receiver Thread execution loop
26-01-2016 07:14:38	CameraInterface		INFO	Read successful
26-01-2016 07:14:38	Transmitter		INFO	rows and cols
26-01-2016 07:14:38	Transmitter		INFO	960
26-01-2016 07:14:38	Transmitter		INFO	1280
26-01-2016 07:14:38	CameraInterface		INFO	Read successful
26-01-2016 07:14:38	CameraInterface		INFO	Read successful
26-01-2016 07:14:38	CameraInterface		INFO	Read successful
26-01-2016 07:14:38	CameraInterface		INFO	Read successful
26-01-2016 07:14:39	CameraInterface		INFO	Read successful
26-01-2016 07:14:39	CameraInterface		INFO	Read successful
26-01-2016 07:14:40	CameraInterface		INFO	Read successful
26-01-2016 07:14:40	CameraInterface		INFO	Read successful
26-01-2016 07:14:40	CameraInterface		INFO	Read successful
26-01-2016 07:14:40	CameraInterface		INFO	Read successful
26-01-2016 07:14:41	CameraInterface		INFO	Read successful
26-01-2016 07:14:41	CameraInterface		INFO	Read successful
26-01-2016 07:14:41	CameraInterface		INFO	Read successful
26-01-2016 07:14:41	CameraInterface		INFO	Read successful
26-01-2016 07:14:42	CameraInterface		INFO	Read successful
26-01-2016 07:14:42	CameraInterface		INFO	Read successful
26-01-2016 07:14:42	CameraInterface		INFO	Read successful
26-01-2016 07:14:42	Transmitter		INFO	rows and cols
26-01-2016 07:14:42	Transmitter		INFO	960
26-01-2016 07:14:42	Transmitter		INFO	1280
26-01-2016 07:14:42	CameraInterface		INFO	Read successful
26-01-2016 07:14:43	CameraInterface		INFO	Read successful
26-01-2016 07:14:43	CameraInterface		INFO	Read successful
26-01-2016 07:14:43	CameraInterface		INFO	Read successful
26-01-2016 07:14:43	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:44	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:45	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:46	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:47	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:48	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:49	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:50	CameraInterface		INFO	Read successful
26-01-2016 07:14:51	CameraInterface		INFO	Read successful
26-01-2016 07:14:51	CameraInterface		INFO	Read successful
26-01-2016 07:14:51	CameraInterface		INFO	Read successful
26-01-2016 07:14:51	CameraInterface		INFO	Read successful
